,POS,BIB,ATHLETE,COUNTRY,MARK,Reaction Time,index,name,venue,date,country,event,sex,round,url,ms*,Split,Mark,Athlete
8,,,Francis Obikwelu,POR,DNS,,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
0,1.0,,Brian Dzingai,ZIM,20.25 Q,0.172,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
1,2.0,,Christian Malcolm,GBR,20.42 Q SB,0.178,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
2,3.0,,Christopher Williams,JAM,20.53 Q,0.166,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
3,4.0,,Shinji Takahira,JPN,20.58 q SB,0.175,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
4,5.0,,Amr Ibrahim Mostafa Seoud,EGY,20.75 q,0.172,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
5,6.0,,Thuso Mpuang,RSA,20.87 q,0.166,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
6,7.0,,Daniel Grueso,COL,21.15,0.232,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
7,8.0,,Arnaldo Abrantes,POR,21.46,0.173,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
0,1.0,,Marlon Devonish,GBR,20.49 Q SB,0.157,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
1,2.0,,Kim COLLINS,SKN,20.55 Q,0.175,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
2,3.0,,Marvin Anderson,JAM,20.85 Q,0.175,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
3,4.0,,Matic Osovnikar,SLO,20.89 q SB,0.189,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
4,5.0,,Chris Lloyd,DMA,20.90,0.185,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
5,6.0,,Heber Viera,URU,20.93,0.21,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
6,7.0,,Cristián Reyes,CHI,21.20,0.165,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
7,8.0,,Franklin Nazareno,ECU,21.26,0.174,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
0,1.0,,Roman Smirnov,RUS,20.76 Q,0.166,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
1,2.0,,Walter Dix,USA,20.77 Q,0.185,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
2,3.0,,Rolando Palacios,HON,20.81 Q,0.202,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
3,4.0,,Ángel David RODRÍGUEZ,ESP,20.87 q,0.162,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
4,5.0,,Bruno de Barros,BRA,21.15,0.162,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
5,6.0,,Desislav Gunev,BUL,21.55,0.178,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
6,7.0,,Vyacheslav Muravyev,KAZ,21.68,0.206,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
7,8.0,,Nikolai Portelli,MLT,22.31,0.18,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
0,1.0,,Rondel Sorrillo,TTO,20.58 Q,0.193,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
1,2.0,,Usain BOLT,JAM,20.64 Q,0.177,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
2,3.0,,Kristof Beyens,BEL,20.69 Q,0.148,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
3,4.0,,Marc Schneeberger,SUI,20.86 q,0.137,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
4,5.0,,José Acevedo,VEN,21.06,0.27,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
5,6.0,,Ihor Bodrov,UKR,21.38,0.172,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
6,7.0,,Mohamed Siraj Tamim,LBN,21.80 PB,0.206,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
7,8.0,,Oleg Juravlev,UZB,22.31,0.145,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
8,9.0,,Juan Miguel Zeledón,NCA,23.39,0.173,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
0,1.0,,Wallace Spearmon,USA,20.46 Q,0.184,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
1,2.0,,Jaysuma SAIDY NDURE,NOR,20.54 Q SB,0.161,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
2,3.0,,Paul Hession,IRL,20.59 Q,0.19,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
3,4.0,,Seth Amoo,GHA,20.91,0.14,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
4,5.0,,Ronalds Arajs,LAT,21.22,0.218,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
5,6.0,,Jayson Jones,BIZ,21.54,0.162,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
6,7.0,,Nabie Foday Fofana,GUI,21.68,0.247,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
7,,,Bryan Barnett,CAN,DNF,0.164,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
0,1.0,,Obinna Metu,NGR,20.62 Q,0.168,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
1,2.0,,Ramil GULIYEV,AZE,20.78 Q SB,0.175,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
2,3.0,,Churandy MARTINA,AHO,20.78 Q,0.172,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
3,4.0,,Sandro Viana,BRA,20.84 q,0.159,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
4,5.0,,Jamial Rolle,BAH,20.93,0.162,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
5,6.0,,Shingo Suetsugu,JPN,20.93,0.185,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
6,7.0,,Omar Jouma Bilal Al-Salfa,UAE,21.00 SB,0.184,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
7,,,Alexander Nelson,GBR,DNS,,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
0,1.0,,Aaron Armstrong,TTO,20.57 Q,0.183,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
1,2.0,,Brendan Christian,ANT,20.58 Q,0.164,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
2,3.0,,Jared Connaughton,CAN,20.60 Q,0.146,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
3,4.0,,Visa Hongisto,FIN,20.62 q SB,0.145,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
4,5.0,,Marco Cribari,SUI,20.98,0.171,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
5,6.0,,James Dolphin,NZL,20.98,0.161,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
6,7.0,,Peimeng Zhang,CHN,21.06 SB,0.15,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
7,,,Samuel Francis,QAT,DQ,,93,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/heats/result,,,,
0,1.0,,Churandy MARTINA,AHO,20.11 Q NR,0.154,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
1,2.0,,Brian Dzingai,ZIM,20.17 Q =SB,0.184,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
2,3.0,,Walter Dix,USA,20.19 Q,0.161,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
3,4.0,,Christian Malcolm,GBR,20.25 Q SB,0.181,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
4,5.0,,Paul Hession,IRL,20.38,0.175,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
5,6.0,,Christopher Williams,JAM,20.45,0.217,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
6,7.0,,Jared Connaughton,CAN,20.58,0.146,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
7,8.0,,Kristof Beyens,BEL,20.69,0.211,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
0,1.0,,Usain BOLT,JAM,20.09 Q,0.175,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
1,2.0,,Shawn Crawford,USA,20.12 Q,0.173,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
2,3.0,,Wallace Spearmon,USA,20.14 Q,0.196,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
3,4.0,,Kim COLLINS,SKN,20.25 Q SB,0.191,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
4,5.0,,Brendan Christian,ANT,20.29,0.135,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
5,6.0,,Stéphane Buckland,MRI,20.48,0.141,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
6,7.0,,Marlon Devonish,GBR,20.57,0.158,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
7,,,Jaysuma SAIDY NDURE,NOR,DNS,,94,The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,200-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/200-metres/semi-final/result,,,,
